Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
1217,Reactive oxygen and nitrogen species production in eosinophils in asthma,59,2.251E-01,2.829E-01,2.251E-01,2.829E-01,24,"ICAM1, C5a, PKC-zeta, PKC-epsilon, PI3K reg class IA (p85), SOD1, GM-CSF, Eotaxin, C3aR, ITGB1, PTAFR, PI3K cat class IA, VCAM1, iNOS, Eotaxin-2, ITGB2, Cytochrome b-558, PKC-delta, IL-5, Histamine H1 receptor, ST2(L), ITGA4, IL-33, C3a",3.072E-01,3.770E-01,21,"ICAM1, C5a, PKC-epsilon, PI3K reg class IA (p85), GM-CSF, Eotaxin, ITGB1, PTAFR, PI3K cat class IA, VCAM1, iNOS, Eotaxin-2, ITGB2, Cytochrome b-558, CRTH2, IL-5, Histamine H1 receptor, ST2(L), ITGA4, IL-33, C3a",
1218,Development_G-CSF-induced myeloid differentiation,30,2.259E-01,2.835E-01,2.259E-01,2.835E-01,13,"JAK1, Tyk2, NGAL, ERK1/2, SOCS3, C/EBPepsilon, MEK1/2, c-Myc, GFI-1, JAK2, ITGB2, c-Jun, SHP-2",3.447E-01,4.210E-01,11,"JAK1, Tyk2, NGAL, ERK1/2, c-Raf-1, SOCS3, MEK1/2, GFI-1, JAK2, ITGB2, STAT3",
1219,Immune responses in asthma (schema),8,2.274E-01,2.901E-01,2.974E-01,3.671E-01,4,"IL-1 beta, IL-13, TNF-alpha, IL-5",2.274E-01,2.901E-01,4,"IL-17, IL-1 beta, TNF-alpha, IL-5",
1220,Zinc deficiency in Prostate Cancer,25,2.346E-01,2.934E-01,2.346E-01,2.934E-01,11,"ICAM1, VEGF-A, IKK-alpha, NFKBIB, CREB1, IL-6, NF-kB, c-IAP2, IL-8, ACON, MMP-9",3.961E-01,4.795E-01,9,"ICAM1, VEGF-A, NFKBIB, CREB1, IL-6, NF-kB, c-IAP2, IL-8, MMP-9",
1221,Cytoskeleton remodeling_Thyroliberin in cytoskeleton remodeling,33,2.424E-01,3.029E-01,2.424E-01,3.029E-01,14,"PKA-reg (cAMP-dependent), G-protein beta4/gamma2, PKC-epsilon, G-protein alpha-i2, PLC-beta1, IP3 receptor, GSK3 beta, Adenylate cyclase, TRH receptor, G-protein beta2/gamma2, PKC-beta, PKC-alpha, G-protein alpha-q, PKA-cat (cAMP-dependent)",4.886E-01,5.840E-01,11,"G-protein beta4/gamma2, PKC-epsilon, G-protein alpha-i2, IP3 receptor, GSK3 beta, Adenylate cyclase, TRH receptor, G-protein beta2/gamma2, PKC-beta, PKC-alpha, PKA-cat (cAMP-dependent)",
1222,Regulation of lipid metabolism_Insulin regulation of glycogen metabolism ,57,2.451E-01,3.105E-01,3.397E-01,4.159E-01,22,"IRS-2, GYS2, IRS-1, PP1-cat, ERK1/2, PKA-reg (cAMP-dependent), GLUT4, Shc, PI3K reg class IA, FKHR, MEK2(MAP2K2), GSK3 alpha/beta, AKT(PKB), PHK gamma (muscle), PI3K cat class IA, PHK gamma, SOS, Calmodulin, PYGL, AKT2, HXK4, PKA-cat (cAMP-dependent)",2.451E-01,3.105E-01,21,"IRS-2, PP1-cat, ERK1/2, c-Raf-1, Shc, PI3K reg class IA, FKHR, MEK2(MAP2K2), GSK3 alpha/beta, AKT(PKB), PHK gamma (muscle), MEK1(MAP2K1), PI3K cat class IA, G6PT, PHK gamma, SOS, p90RSK1, Calmodulin, PYGL, HXK4, PKA-cat (cAMP-dependent)",
1223,Regulation of lipid metabolism_Regulation of lipid metabolism by niacin and isoprenaline,49,2.466E-01,3.077E-01,2.466E-01,3.077E-01,20,"VLDL, Calcineurin A (catalytic), Beta-3 adrenergic receptor, PKC-zeta, PKA-reg (cAMP-dependent), CaMK IV, Adenylate cyclase type VII, Adenylate cyclase type III, GPR109A, PKC-delta, G-protein alpha-i family, MTP, VLDL2, Adenylate cyclase type VIII, Calmodulin, PKC, PKC-alpha, Beta-2 adrenergic receptor, Beta-1 adrenergic receptor, PKA-cat (cAMP-dependent)",6.222E-01,7.302E-01,15,"Calcineurin A (catalytic), Beta-3 adrenergic receptor, CaMK IV, Adenylate cyclase type VII, Adenylate cyclase type III, GPR109A, G-protein alpha-i family, MTP, Adenylate cyclase type VIII, Calmodulin, PKC, PKC-alpha, Beta-2 adrenergic receptor, Beta-1 adrenergic receptor, PKA-cat (cAMP-dependent)",
1224,Putative pathways of hormone action in neurofibromatosis type 1,25,2.473E-01,3.131E-01,3.769E-01,4.555E-01,10,"EGR1, EGR2 (Krox20), PI3K reg class IA (p85), PI3K reg class IA, PI3K cat class IA, PI3K reg class IA (p85-alpha), Adrenomedullin, Myelin P0 protein, PMP22, Neurofibromin",2.473E-01,3.131E-01,10,"Somatotropin, EGR2 (Krox20), PI3K reg class IA (p85), PI3K reg class IA, PI3K cat class IA, PI3K reg class IA (p85-alpha), Adrenomedullin, Myelin P0 protein, PMP22, Neurofibromin",
1225,Role of microRNAs in cell proliferation in colorectal cancer,69,2.494E-01,3.152E-01,4.724E-01,5.640E-01,25,"ERK5 (MAPK7), p57, IRS-1, APC protein, PI3K class II (CII-alpha), Beta-catenin, E2F3, UHRF2, CDK4, MIF, CDC42, c-Myc, PGE2R4, DTL (hCdt2), CCKBR, c-Jun, SNX1, Cul4/DDB1/Rbx1 E3 ligase, Cyclin E2, CDK6, RhoE, DNMT1, FLI1, p53, HGF receptor (Met)",2.494E-01,3.152E-01,25,"ERK5 (MAPK7), miR-148b-5p, p57, APC protein, miR-215-5p, miR-221-3p, PI3K class II (CII-alpha), Beta-catenin, E2F3, UHRF2, CDK4, MIF, CDC42, PGE2R4, DTL (hCdt2), miR-126-3p, miR-27a-3p, Cyclin E2, CDK6, RhoE, DNMT1, miR-320-3p, FLI1, p53, HGF receptor (Met)",
1226,ATP/ITP metabolism,123,2.509E-01,3.168E-01,2.683E-01,3.334E-01,47,"RRM2, PR44 (DIS3), POLR2B, RPB6, 5'-NTD, RRP40, POLR2D, RRP43, AMP deaminase, AK3, AK2, RPB5, PPA5, ACYP2, Ribonucleotide reductase, AMP deaminase 2, ALPP, PM/SCL-100, ADAR3, POLR2J, PM/SCL-75, RRM1, AK1, ITPA, POLR3F, NDPK 7, ADAR2, AK5, ADAR1, ADA, POLR2G, AMD3, POLR2A, RPA16, RRP42, ADSL, 5'-NT1A, 5'-NT1B, POLR2C, POLR1A, KAD7, RRP4, ACYP1, PNPH, RPA39, HPRT, Small RR subunit",2.509E-01,3.168E-01,43,"RRM2, POLR2B, RPB6, 5'-NTD, RRP40, POLR2D, RRP43, AMP deaminase, AK3, AMP deaminase 1, AK2, PPA5, ACYP2, Ribonucleotide reductase, AMP deaminase 2, ALPP, PM/SCL-100, POLR2J, PM/SCL-75, RRM1, ITPA, POLR3F, NDPK 7, ADAR2, AK5, ADAR1, ADA, POLR2G, AMD3, POLR2A, RPA16, RRP42, ADSL, 5'-NT1A, 5'-NT1B, POLR2C, POLR1A, KAD7, ACYP1, PNPH, RPA39, HPRT, Small RR subunit",
1227,Neurophysiological process_GABA-B receptor signaling in presynaptic nerve terminals,28,2.530E-01,3.159E-01,2.534E-01,3.159E-01,12,"Syntaxin 1A, G-protein beta/gamma, VAMP2, Adenylate cyclase type III, MUNC18, cAMP-GEFII, G-protein alpha-i family, GBR1, G-protein alpha-o, Calmodulin, P/Q-type calcium channel alpha-1A subunit, N-type Ca(II) channel alpha1B",2.530E-01,3.184E-01,11,"SNAP-25, MUNC13-1, G-protein beta/gamma, VAMP2, Adenylate cyclase type III, cAMP-GEFII, G-protein alpha-i family, GBR1, G-protein alpha-o, Calmodulin, P/Q-type calcium channel alpha-1A subunit",
1228,Arachidonic acid metabolites production in alveolar macrophages in asthma,31,2.577E-01,3.237E-01,2.705E-01,3.354E-01,13,"CCL2, IL-1 beta, Endothelin-1, cPLA2, GM-CSF, IL-13, NF-kB, TNF-alpha, IL-8, ALOX5, COX-2 (PTGS2), TLR4, TLR2",2.577E-01,3.237E-01,12,"CCL2, IL-1 beta, Endothelin-1, cPLA2, GM-CSF, NF-kB, TNF-alpha, IL-8, ALOX5, COX-2 (PTGS2), TLR4, TLR2",
1229,Transcription_ChREBP regulation pathway,23,2.651E-01,3.296E-01,2.651E-01,3.296E-01,10,"AMPK beta subunit, AMPK gamma subunit, KPYR, PKA-reg (cAMP-dependent), G-protein beta/gamma, G-protein alpha-i family, AMPK alpha subunit, PP2A catalytic, Acyl-CoA synthetase, PKA-cat (cAMP-dependent)",2.902E-01,3.598E-01,9,"AMPK beta subunit, AMPK gamma subunit, KPYR, G-protein beta/gamma, G-protein alpha-i family, AMPK alpha subunit, PP2A catalytic, Acyl-CoA synthetase, PKA-cat (cAMP-dependent)",
1230,Role of Thyroid hormone in regulation of oligodendrocyte differentiation in multiple sclerosis,55,2.687E-01,3.336E-01,2.687E-01,3.336E-01,22,"UGT8, p14ARF, TCF7L2 (TCF4), MOG, OATP-F, PDGF-R-alpha, Cyclin D2, p73, TAT1, p19, DIO3, AKT(PKB), PI3K reg class IA (p85-alpha), ID4, 4E-BP1, NGF, Myelin basic protein, PI3K cat class IA (p110-alpha), p15, MAG, p53, mTOR",2.747E-01,3.440E-01,20,"UGT8, p14ARF, TCF7L2 (TCF4), MOG, OATP-F, PDGF-R-alpha, Cyclin D2, p73, TAT1, p19, DIO3, AKT(PKB), PI3K reg class IA (p85-alpha), ID4, NGF, Myelin basic protein, PI3K cat class IA (p110-alpha), p15, p53, mTOR",
1231,Environmental factors-induced inflammatory signaling in normal and asthmatic airway epithelium,43,2.693E-01,3.375E-01,5.735E-01,6.734E-01,15,"ICAM1, ERK1/2, TSLP, IL-1 beta, PLC-beta, GM-CSF, IL-6, NF-kB, Eotaxin, TNF-alpha, iNOS, IL-8, PKC, sICAM1, p38 MAPK",2.693E-01,3.375E-01,16,"p38alpha (MAPK14), ICAM1, ERK1/2, TSLP, IL-1 beta, PLC-beta, GM-CSF, IL-6, NF-kB, Eotaxin, TNF-alpha, iNOS, IL-8, PKC, sICAM1, p38 MAPK",
1232,wtCFTR and deltaF508 traffic / Membrane expression (normal and CF),47,2.708E-01,3.354E-01,2.708E-01,3.354E-01,19,"PKA-reg (cAMP-dependent), Syntaxin 1A, PKC-epsilon, Rac1, Ubiquitin, Calreticulin, EHD1, Tubulin (in microtubules), HGF, RACK1, Annexin V, MUNC18, Rabenosyn-5, Rab11-FIP2, NEDD4L, Beta-2 adrenergic receptor, Filamin A, HGF receptor (Met), PKA-cat (cAMP-dependent)",5.466E-01,6.490E-01,15,"PKC-epsilon, Ubiquitin, Calreticulin, Tubulin (in microtubules), HGF, RACK1, Annexin V, CFTR, Rabenosyn-5, Rab11-FIP2, NEDD4L, Beta-2 adrenergic receptor, Filamin A, HGF receptor (Met), PKA-cat (cAMP-dependent)",
1233,"VLDL, LDL dyslipidemia in type 2 diabetes and metabolic syndrome X",39,2.717E-01,3.363E-01,2.717E-01,3.363E-01,16,"LIPC (HL), MSR1, VLDL1 remnant, CETP, Biglycan proteoglycan, Versican proteoglycan, LDLR, APOB, SR-BI, VLDL1, APOE, MTP, Small LDL, APOC3, Decorin proteoglycan, LPL",4.768E-01,5.716E-01,13,"LIPC (HL), MSR1, CETP, Biglycan proteoglycan, Versican proteoglycan, LDLR, APOB, SR-BI, APOE, MTP, Small LDL, Decorin proteoglycan, LPL",
1234,Induction of mucin secretion in  airway goblet cells by purinergic receptors,61,2.761E-01,3.454E-01,3.854E-01,4.639E-01,23,"Myosin Va, PP2A regulatory, G-protein alpha-q/11, Syntaxin 1A, PKC-epsilon, IP3 receptor, MYH9, PLC-beta, Synaptotagmin II, Actin cytoskeletal, NF-kB, Guanylate Cyclase 1, soluble, Syntaxin 4, HSP70, TNF-R1, TNF-alpha, iNOS, MUNC18, PKC-delta, Protein kinase G, PP2A catalytic, SK4/IK1, PKC-alpha",2.761E-01,3.454E-01,22,"SNAP-25, Myosin Va, PP2A regulatory, G-protein alpha-q/11, PKC-epsilon, MUNC13, IP3 receptor, MYH9, PLC-beta, Synaptotagmin II, Actin cytoskeletal, NF-kB, Guanylate Cyclase 1, soluble, HSP70, TNF-R1, TNF-alpha, iNOS, Protein kinase G, CFTR, PP2A catalytic, SK4/IK1, PKC-alpha",
1235,Regulation of beta-adrenergic receptors signaling in pancreatic cancer,41,3.052E-01,3.769E-01,3.572E-01,4.337E-01,16,"ERK1/2, VEGF-A, PKA-reg (cAMP-dependent), cPLA2, Adenylate cyclase, CREB1, IL-6, nAChR alpha-7, EGFR, G-protein alpha-i family, GBR1, COX-2 (PTGS2), Beta-2 adrenergic receptor, Beta-1 adrenergic receptor, Elk-1, PKA-cat (cAMP-dependent)",3.052E-01,3.769E-01,15,"ERK1/2, VEGF-A, cPLA2, Adenylate cyclase, CREB1, IL-6, nAChR alpha-7, EGFR, G-protein alpha-i family, GBR1, COX-2 (PTGS2), Beta-2 adrenergic receptor, Beta-1 adrenergic receptor, Elk-1, PKA-cat (cAMP-dependent)",
1236,Regulation of lipid metabolism_Alpha-1 adrenergic receptors signaling via arachidonic acid,71,3.060E-01,3.769E-01,4.436E-01,5.322E-01,26,"PLD1, ERK1/2, PRK1, LPP2, PLC-beta1, IP3 receptor, Shc, cPLA2, MEK1/2, G-protein beta/gamma, Alpha-1B adrenergic receptor, LPP1, c-Src, LPP3, RhoA, Pyk2(FAK2), G-protein alpha-o, SOS1, PLD2, Paxillin, COX-2 (PTGS2), PTGIS, Calmodulin, PKC-alpha, G-protein alpha-q, Alpha-1D adrenergic receptor",3.060E-01,3.769E-01,25,"PLD1, ERK1/2, PRK1, c-Raf-1, LPP2, IP3 receptor, Shc, COX-1 (PTGS1), cPLA2, MEK1/2, G-protein beta/gamma, Alpha-1B adrenergic receptor, LPP1, c-Src, LPP3, RhoA, Pyk2(FAK2), G-protein alpha-o, SOS1, PLD2, COX-2 (PTGS2), PTGIS, Calmodulin, PKC-alpha, Alpha-1D adrenergic receptor",
1237,Transport_cAMP/ Ca(2+)-dependent Insulin secretion,44,3.060E-01,3.769E-01,4.912E-01,5.846E-01,16,"PKA-reg (cAMP-dependent), Syntaxin 1A, Piccolo, PKC-epsilon, IP3 receptor, RAP-1A, PLC-epsilon, VAMP2, RIMS2, cAMP-GEFII, Adenylate cyclase type VIII, Calmodulin, PKC-alpha, Ryanodine receptor 2, PKA-cat (cAMP-dependent), RAP-2B",3.060E-01,3.769E-01,16,"SNAP-25, Piccolo, MUNC13-1, PKC-epsilon, IP3 receptor, RAP-1A, PLC-epsilon, VAMP2, RIMS2, cAMP-GEFII, Adenylate cyclase type VIII, Calmodulin, PKC-alpha, Ryanodine receptor 2, PKA-cat (cAMP-dependent), RAP-2B",
1238,Regulation of metabolism_Triiodothyronine and Thyroxine signaling,44,3.060E-01,3.769E-01,4.912E-01,5.846E-01,16,"SMRT, OATP-F, TAT1, DIO2, N-CoR, DIO3, PI3K reg class IA (p85-alpha), HIF1A, SLC16A3, PI3K cat class IA (p110-alpha), Calcipressin 2, NCOA1 (SRC1), Beta-2 adrenergic receptor, RXRB, PFKP, mTOR",3.060E-01,3.769E-01,16,"SMRT, OATP-F, TAT1, DIO2, N-CoR, DIO3, PI3K reg class IA (p85-alpha), HIF1A, SLC16A3, PI3K cat class IA (p110-alpha), Calcipressin 2, NCOA1 (SRC1), Beta-2 adrenergic receptor, RXRB, PFKP, mTOR",
1239,Signal transduction_Production and main functions of biologically active prostaglandins and Thromboxane A2,59,3.072E-01,3.770E-01,6.297E-01,7.348E-01,20,"PGD2R, SLC21A2, PGE2R1, PGDS, Prostacyclin receptor, PPAR-beta(delta), cPLA2, PPAR-gamma, PGE2R2, PGE2R4, PGF2aR, PGES, TBXA2R, COX-2 (PTGS2), PGHD, PTGIS, AKR1C3, THAS, CBR1, ABCC4",3.072E-01,3.770E-01,21,"PGD2R, SLC21A2, PGE2R1, COX-1 (PTGS1), PGDS, PPAR-beta(delta), cPLA2, PPAR-gamma, PGE2R2, PGE2R4, CRTH2, PGF2aR, PGES, TBXA2R, COX-2 (PTGS2), PGHD, PTGIS, AKR1C3, THAS, CBR1, ABCC4",
1240,Dysregulation of direct glucose-induced inhibition of Glucagon secretion from alpha-cells in type 2 diabetes  ,53,3.072E-01,3.770E-01,5.111E-01,6.049E-01,19,"Kv6.1, Kv2.2, Syntaxin 1A, PAX6, KCNH2, NeuroD1, Proglucagon, VAMP2, Glucagon, Kv2.1, iNOS, HIPK2, CDX2, CACNA1E, SCN9A, p300, c-Maf, P/Q-type calcium channel alpha-1A subunit, N-type Ca(II) channel alpha1B",3.072E-01,3.770E-01,19,"Kv6.1, Kv2.2, SNAP-25, MUNC13-1, PAX6, KCNH2, NeuroD1, Proglucagon, VAMP2, Glucagon, Kv2.1, iNOS, HIPK2, CDX2, CACNA1E, SCN9A, p300, c-Maf, P/Q-type calcium channel alpha-1A subunit",
1241,Neurophysiological process_Delta-type opioid receptor in the nervous system,40,3.137E-01,3.859E-01,3.137E-01,3.859E-01,16,"PDE1A, PKA-reg (cAMP-dependent), IP3 receptor, CLCA4, CREB1, G-protein beta/gamma, Leu-enkephalin, Metenkefalin, PKA-cat alpha, Delta-type opioid receptor, G-protein alpha-i family, PDE1C, Calmodulin, P/Q-type calcium channel alpha-1A subunit, N-type Ca(II) channel alpha1B, PLC-beta2",5.201E-01,6.186E-01,13,"PDE1A, IP3 receptor, CLCA4, CREB1, G-protein beta/gamma, Leu-enkephalin, Metenkefalin, PKA-cat alpha, G-protein alpha-i family, PDE1C, Calmodulin, P/Q-type calcium channel alpha-1A subunit, PLC-beta2",
1242,Role of Ghrelin in activation eating behavior in obesity,40,3.137E-01,3.859E-01,3.137E-01,3.859E-01,16,"GHS-R, PKA-reg (cAMP-dependent), G-protein alpha-q/11, G-protein alpha-i2, IP3 receptor, Adenylate cyclase type VII, PLC-beta, FKHR, CREB1, G-protein beta/gamma, NPY, AMPK alpha subunit, AGRP, Calmodulin, N-type Ca(II) channel alpha1B, PKA-cat (cAMP-dependent)",3.868E-01,4.702E-01,14,"GHS-R, G-protein alpha-q/11, G-protein alpha-i2, IP3 receptor, Adenylate cyclase type VII, PLC-beta, FKHR, CREB1, G-protein beta/gamma, NPY, AMPK alpha subunit, AGRP, Calmodulin, PKA-cat (cAMP-dependent)",
1243,Mechanism of action of CCR4 antagonists in asthma and atopic dermatitis (Variant 2),1,3.177E-01,3.897E-01,3.518E-01,4.286E-01,1,CCR4,3.177E-01,3.897E-01,1,CCR4,
1244,Apoptosis and survival_NO signaling in survival,24,3.200E-01,3.933E-01,3.200E-01,3.933E-01,10,"PI3K cat class IA (p110-beta), IRS-1, BAD, AKT(PKB), c-Src, PI3K reg class IA (p85-alpha), Guanylate cyclase (alpha-1/beta-1), nNOS, PI3K cat class IA (p110-delta), p38 MAPK",5.111E-01,6.089E-01,8,"PI3K cat class IA (p110-beta), AKT(PKB), c-Src, PI3K reg class IA (p85-alpha), Guanylate cyclase (alpha-1/beta-1), nNOS, PI3K cat class IA (p110-delta), p38 MAPK",
1245,Regulation of intrinsic membrane properties and excitability of striatonigral medium spiny neurons in Huntington's disease,62,3.228E-01,3.964E-01,3.228E-01,3.964E-01,24,"PP1-cat, PDE10A, PKA-reg (cAMP-dependent), Na(v) I alpha, G-protein alpha-q/11, SHANK, PLC-beta1, IP3 receptor, Guanylate Cyclase 1, soluble, Kv4.2 channel, cPKC (conventional), PDE9A, SCN2A, DARPP-32, Kv1.2, G-protein alpha-olf, Calmodulin, PKC, P/Q-type calcium channel alpha-1A subunit, SK3, Homer, KCNQ2, N-type Ca(II) channel alpha1B, PKA-cat (cAMP-dependent)",6.228E-01,7.302E-01,19,"PP1-cat, PDE10A, Na(v) I alpha, G-protein alpha-q/11, SHANK, IP3 receptor, Guanylate Cyclase 1, soluble, Kv4.2 channel, cPKC (conventional), PDE9A, SCN2A, DARPP-32, Kv1.2, G-protein alpha-olf, Calmodulin, PKC, P/Q-type calcium channel alpha-1A subunit, Homer, PKA-cat (cAMP-dependent)",
1246,Neurophysiological process_Thyroliberin in cell hyperpolarization and excitability,35,3.320E-01,4.075E-01,3.320E-01,4.075E-01,14,"ERG2, Kir3.4, G-protein beta4/gamma2, G-protein alpha-i2, PLC-beta1, IP3 receptor, KCNH2, TRH receptor, RhoA, cPKC (conventional), PP2A catalytic, PKC-beta2, PKC-alpha, G-protein alpha-q",4.367E-01,5.261E-01,12,"ERG2, Kir3.4, G-protein beta4/gamma2, G-protein alpha-i2, IP3 receptor, KCNH2, TRH receptor, RhoA, cPKC (conventional), PP2A catalytic, PKC-beta2, PKC-alpha",
1247,Transport_ACM3 signaling in lacrimal glands,75,3.345E-01,4.096E-01,6.728E-01,7.790E-01,25,"STIM1, PLD1, ERK1/2, G-protein alpha-q/11, PKC-epsilon, IP3 receptor, ATP1A1, CD14, TRPC1, Lactoperoxidase, PLC-beta, MEK2(MAP2K2), c-Src, Pyk2(FAK2), SLC4A1, NKCC1, LBP, PKC-delta, SK4/IK1, ACM3, SLC12A4, Calmodulin, PKC-alpha, CLCN3, Mucin 7",3.345E-01,4.096E-01,26,"STIM1, PLD1, ERK1/2, c-Raf-1, G-protein alpha-q/11, PKC-epsilon, IP3 receptor, ATP1A1, CD14, TRPC1, Lactoperoxidase, PLC-beta, MEK2(MAP2K2), c-Src, MEK1(MAP2K1), Pyk2(FAK2), SLC4A1, NKCC1, CFTR, SK4/IK1, ACM3, SLC12A4, Calmodulin, PKC-alpha, Lacritin, Mucin 7",
1248,Role of EPAS1 in obesity,11,3.364E-01,4.125E-01,3.364E-01,4.125E-01,5,"GLUT4, C/EBPbeta, SP3, EPAS1, C/EBPdelta",4.824E-01,5.775E-01,4,"C/EBPbeta, SP3, EPAS1, C/EBPdelta",
1249,Lipoprotein metabolism,68,3.403E-01,4.159E-01,3.403E-01,4.159E-01,26,"LIPC (HL), APOA2, Chylomicron remnant, LCAT, APOC2, Nascent HDL, CETP, LDLR, Nascent chylomicrons, APOB, ABCA1, Large LDL, Mature chylomicrons, APOA4, SR-BI, VLDLR, VLDL1, Pre beta-1 HDL, APOE, MTP, VLDL2, Small LDL, APOA1, Medium HDL, PLTP, LPL",6.080E-01,7.157E-01,21,"LIPC (HL), APOA2, Chylomicron remnant, LCAT, Nascent HDL, CETP, LDLR, Nascent chylomicrons, APOB, ABCA1, Large LDL, APOA4, SR-BI, VLDLR, Pre beta-1 HDL, APOE, MTP, Small LDL, APOA1, PLTP, LPL",
1250,Nicotine signaling in glutamatergic neurons,33,3.451E-01,4.211E-01,5.087E-01,6.025E-01,12,"mGluR1, mGluR5, mGluR7, PKA-reg (cAMP-dependent), G-protein beta/gamma, VAMP2, G-protein alpha-i family, Calmodulin, PKC-alpha, P/Q-type calcium channel alpha-1A subunit, CaMK II alpha, PKA-cat (cAMP-dependent)",3.451E-01,4.211E-01,12,"mGluR1, mGluR5, SNAP-25, mGluR7, G-protein beta/gamma, VAMP2, G-protein alpha-i family, Calmodulin, PKC-alpha, P/Q-type calcium channel alpha-1A subunit, CaMK II alpha, PKA-cat (cAMP-dependent)",
1251,Cholesterol and Sphingolipid transport / Distribution to the intracellular membrane compartments (normal and CF),38,3.451E-01,4.208E-01,3.451E-01,4.208E-01,15,"MENTHO, StARD4, Beta-arrestin2, NPC2, ORP1, Rab-7, OSBPL5, TIP47, Vps4-A, PBR, LIPA, Hrs, Rab-9, MLN64, NPC1",5.711E-01,6.760E-01,12,"MENTHO, StARD4, Beta-arrestin2, NPC2, ORP1, TIP47, Vps4-A, PBR, LIPA, Hrs, Rab-9, NPC1",
1252,Immune response_Distinct metabolic pathways in naive and effector CD8+ T cells,74,3.564E-01,4.332E-01,3.564E-01,4.332E-01,28,"IL-7, RHEB2, SLC38A2, SLC3A2, ERK1/2, CD28, MDH1, PI3K reg class IA (p85), GLSK, SLC7A5, ASCT2 (SLC1A5), GLSL, Fyn, AKT(PKB), c-Myc, IL-2, ARNT, JAK2, PI3K cat class IA, Lck, HIF1A, Pim-2, HIF-1, Hamartin, 4E-BP1, AP-4, STAT5, mTOR",8.972E-01,9.973E-01,19,"IL-7, RHEB2, SLC38A2, SLC3A2, ERK1/2, CD28, MDH1, PI3K reg class IA (p85), GLSK, SLC7A5, Fyn, AKT(PKB), IL-2, JAK2, PI3K cat class IA, Lck, HIF1A, STAT5, mTOR",
1253,Stem cells_mGluR3 signaling in glioblastoma stem cells,52,3.583E-01,4.347E-01,3.583E-01,4.347E-01,20,"SLC7A11, ERK1/2, PKA-reg (cAMP-dependent), PI3K cat class IB (p110-gamma), Shc, Adenylate cyclase, MEK2(MAP2K2), G-protein beta/gamma, AKT(PKB), c-Src, GLAST1/EAAT1, PKA-cat alpha, G-protein alpha-i family, SLC1A1/EAAT3, mGluR3, SOS, P/Q-type calcium channel alpha-1A subunit, N-type Ca(II) channel alpha1B, PI3K reg class IB (p101), PKA-cat (cAMP-dependent)",4.954E-01,5.911E-01,17,"SLC7A11, ERK1/2, c-Raf-1, PI3K cat class IB (p110-gamma), Shc, Adenylate cyclase, MEK2(MAP2K2), G-protein beta/gamma, AKT(PKB), c-Src, GLAST1/EAAT1, MEK1(MAP2K1), PKA-cat alpha, G-protein alpha-i family, SOS, P/Q-type calcium channel alpha-1A subunit, PKA-cat (cAMP-dependent)",
1254,Regulation of Adenylate cyclase and IMPA1 by lithium in major depressive disorder,22,3.601E-01,4.365E-01,3.601E-01,4.365E-01,9,"IMPA1, PKA-reg (cAMP-dependent), G-protein alpha-i2, G-protein alpha-i1, Adenylate cyclase, CREB1, G-protein alpha-i family, BDNF, PKA-cat (cAMP-dependent)",3.976E-01,4.810E-01,8,"IMPA1, G-protein alpha-i2, G-protein alpha-i1, Adenylate cyclase, CREB1, G-protein alpha-i family, BDNF, PKA-cat (cAMP-dependent)",
1255,Transport_RAB3 regulation pathway,14,3.649E-01,4.420E-01,3.649E-01,4.420E-01,6,"NSF, Rab-3B, Rab-3, RPH3AL, RAB3GAP, Rabconnectin-3",6.970E-01,8.052E-01,4,"Rab-3B, Rab-3, RPH3AL, RAB3GAP",
1256,Transport_Intracellular cholesterol transport,83,3.784E-01,4.567E-01,3.784E-01,4.567E-01,31,"MENTHO, PLEKHA3 (FAPP1), CES1, Caveolin-2, VIP36, StARD4, Dynamin-2, CETP, SMS1, NPC2, Rab-7, LDLR, TIP47, ABCA1, PBR, LIPA, EHD1, SR-BI, VLDLR, SOAT1, APOA1, Rab-5A, Rabenosyn-5, APOER2, Rab-9, Rab11-FIP2, EHD3, MLN64, NPC1, Caveolin-1, HDL",3.898E-01,4.734E-01,28,"MENTHO, PLEKHA3 (FAPP1), CES1, Caveolin-2, VIP36, StARD4, Dynamin-2, CETP, SMS1, NPC2, LDLR, TIP47, ABCA1, PBR, LIPA, SR-BI, VLDLR, SOAT1, APOA1, Rab-5A, Rabenosyn-5, APOER2, Rab-9, Rab11-FIP2, EHD3, NPC1, Caveolin-1, HDL",
