Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,up_genes_int_061520_genelist,,,,up_genes_rna_061620_genelist,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
219,Linoleic acid metabolism,31,1.511E-01,6.783E-01,1.601E-01,6.783E-01,2,"PLA2(hGIIA), ALOX15B",1.511E-01,8.057E-01,2,"PLA2(hGIIA), ALOX15B",
220,DNA damage_Brca1 as a transcription regulator,30,1.520E-01,6.636E-01,1.520E-01,6.636E-01,2,"ESR1 (nuclear), p27KIP1",4.917E-01,8.219E-01,1,ESR1 (nuclear),
221,Development_G-CSF-induced myeloid differentiation,30,1.520E-01,6.636E-01,1.520E-01,6.636E-01,2,"p27KIP1, C/EBPalpha",4.917E-01,8.219E-01,1,C/EBPalpha,
222,"Immune response_IL-3 signaling via JAK/STAT, p38, JNK and NF-kB",93,1.533E-01,6.908E-01,1.681E-01,6.908E-01,4,"TCR gamma locus, XBP1, CISH, Bcl-2",1.533E-01,8.124E-01,4,"TCR gamma locus, XBP1, CISH, Bcl-2",
223,Role of IL-6 in obesity and type 2 diabetes in adipocytes,32,1.590E-01,6.908E-01,1.684E-01,6.908E-01,2,"Adiponectin, Perilipin",1.590E-01,8.180E-01,2,"Adiponectin, Perilipin",
224,Neurophysiological process_Glucose-excited neurons of ventromedial nucleus (rodent model),32,1.590E-01,6.908E-01,1.684E-01,6.908E-01,2,"Kir6.2, SUR1",1.590E-01,8.180E-01,2,"Kir6.2, SUR1",
225,Heparan sulfate/heparin metabolism,62,1.598E-01,7.008E-01,1.724E-01,7.008E-01,3,"3-OST5, HSST4, HS6ST3",1.598E-01,8.180E-01,3,"3-OST5, HSST4, HS6ST3",
226,Mechanisms of K-RAS addiction in lung cancer cells,31,1.601E-01,6.783E-01,1.601E-01,6.783E-01,2,"PTEN, Bcl-2",5.030E-01,8.219E-01,1,Bcl-2,
227,Degranulation of lung mast cells,63,1.652E-01,7.008E-01,1.781E-01,7.008E-01,3,"Tryptase, PGE2R3, BDKRB2",1.652E-01,8.180E-01,3,"Tryptase, PGE2R3, BDKRB2",
228,O-glycan biosynthesis,63,1.652E-01,7.008E-01,1.781E-01,7.008E-01,3,"GALNT6, GALNTL1, GALNTL3",1.652E-01,8.180E-01,3,"GALNT6, GALNTL1, GALNTL3",
229,Neuroprotective action of lithium,63,1.652E-01,7.008E-01,1.781E-01,7.008E-01,3,"P2X2, Tau (MAPT), Bcl-2",1.652E-01,8.180E-01,3,"P2X2, Tau (MAPT), Bcl-2",
230,Development_BMP signaling,33,1.669E-01,7.008E-01,1.766E-01,7.008E-01,2,"Chordin, Tob1",1.669E-01,8.180E-01,2,"Chordin, Tob1",
231,Nicotine signaling in glutamatergic neurons,33,1.669E-01,7.008E-01,1.766E-01,7.008E-01,2,"Adenylate cyclase type V, nAChR alpha-4",1.669E-01,8.180E-01,2,"Adenylate cyclase type V, nAChR alpha-4",
232,Muscle contraction_Role of kappa-type opioid receptor in heart,33,1.669E-01,7.008E-01,1.766E-01,7.008E-01,2,"Kir6.2, Adenylate cyclase",1.669E-01,8.180E-01,2,"Kir6.2, Adenylate cyclase",
233,Eosinophil chemotaxis in asthma,64,1.707E-01,7.046E-01,1.839E-01,7.046E-01,3,"IL8RA, PI3K reg class IB (p101), CCR8",1.707E-01,8.219E-01,3,"IL8RA, PI3K reg class IB (p101), CCR8",
234,Development_FGF2 signaling during embryonic stem cell differentiation,34,1.748E-01,7.046E-01,1.850E-01,7.046E-01,2,"SOX2, SOX3",1.748E-01,8.219E-01,2,"SOX2, SOX3",
235,Nicotine / Beta-adrenergic signaling in lung cancer,34,1.748E-01,7.046E-01,1.850E-01,7.046E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",1.748E-01,8.219E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",
236,G-protein signaling_RhoA regulation pathway,34,1.748E-01,7.046E-01,1.850E-01,7.046E-01,2,"Ephrin-A receptors, Rhophilin 1",1.748E-01,8.219E-01,2,"Ephrin-A receptors, Rhophilin 1",
237,Th2 cell migration in asthma,34,1.748E-01,7.046E-01,1.850E-01,7.046E-01,2,"PI3K reg class IB (p101), CCR8",1.748E-01,8.219E-01,2,"PI3K reg class IB (p101), CCR8",
238,Development_Role of CDK5 in neuronal development,34,1.748E-01,7.046E-01,1.850E-01,7.046E-01,2,"Delta-catenin, Tau (MAPT)",1.748E-01,8.219E-01,2,"Delta-catenin, Tau (MAPT)",
239,p53 signaling in Prostate Cancer,33,1.766E-01,7.008E-01,1.766E-01,7.008E-01,2,"Androgen receptor, PTEN",5.250E-01,8.219E-01,1,Androgen receptor,
240,SDF-1 axis in endothelial progenitor cell recruitment in healing myocardial infarction,33,1.766E-01,7.008E-01,1.766E-01,7.008E-01,2,"Tuberin, PI3K reg class IB (p101)",5.250E-01,8.219E-01,1,PI3K reg class IB (p101),
241,Development_TGF-beta-dependent induction of EMT via SMADs ,35,1.829E-01,7.194E-01,1.934E-01,7.194E-01,2,"TGF-beta 3, TGF-beta",1.829E-01,8.219E-01,2,"TGF-beta 3, TGF-beta",
242,Development_Schema: Adult neuron differentiation in the Subventricular and Subgranular Zones,35,1.829E-01,7.194E-01,1.934E-01,7.194E-01,2,"TY3H, SOX2",1.829E-01,8.219E-01,2,"TY3H, SOX2",
243,Beta-alanine metabolism,35,1.829E-01,7.194E-01,1.934E-01,7.194E-01,2,"GABT, ABP1",1.829E-01,8.219E-01,2,"GABT, ABP1",
244,Apoptosis and survival_Role of CDK5 in neuronal death and survival,34,1.850E-01,7.046E-01,1.850E-01,7.046E-01,2,"Bcl-2, ErbB3",5.356E-01,8.219E-01,1,Bcl-2,
245,Development_Histone acetylation in embryonic stem cells,34,1.850E-01,7.046E-01,1.850E-01,7.046E-01,2,"SOX2, p27KIP1",5.356E-01,8.219E-01,1,SOX2,
246,Inflammatory mechanisms of pancreatic cancerogenesis,67,1.874E-01,7.309E-01,2.016E-01,7.309E-01,3,"C/EBP, IL8RA, Bcl-2",1.874E-01,8.219E-01,3,"C/EBP, IL8RA, Bcl-2",
247,Development_Role of IL-8 in angiogenesis,65,1.898E-01,7.194E-01,1.898E-01,7.194E-01,3,"IL8RA, FASN, PI3K reg class IB (p101)",4.267E-01,8.219E-01,2,"IL8RA, PI3K reg class IB (p101)",
248,Development_EPO-induced Jak-STAT pathway,36,1.909E-01,7.309E-01,2.018E-01,7.309E-01,2,"CISH, Bcl-2",1.909E-01,8.219E-01,2,"CISH, Bcl-2",
249,Beta-catenin-dependent transcription regulation in colorectal cancer,36,1.909E-01,7.309E-01,2.018E-01,7.309E-01,2,"Mucin 2, NRCAM",1.909E-01,8.219E-01,2,"Mucin 2, NRCAM",
250,Nitrogen metabolism,36,1.909E-01,7.309E-01,2.018E-01,7.309E-01,2,"DHE4, Carbonic anhydrase XII",1.909E-01,8.219E-01,2,"DHE4, Carbonic anhydrase XII",
251,Autophagy_Autophagy,35,1.934E-01,7.194E-01,1.934E-01,7.194E-01,2,"Bcl-2, Beclin 1",5.459E-01,8.219E-01,1,Bcl-2,
252,Cell cycle_ESR1 regulation of G1/S transition,35,1.934E-01,7.194E-01,1.934E-01,7.194E-01,2,"ESR1 (nuclear), p27KIP1",5.459E-01,8.219E-01,1,ESR1 (nuclear),
253,IL-6 signaling in colorectal cancer,37,1.991E-01,7.447E-01,2.103E-01,7.447E-01,2,"TFF3, Clusterin",1.991E-01,8.219E-01,2,"TFF3, Clusterin",
254,Immune response_IL-7 signaling in T lymphocytes,37,1.991E-01,7.447E-01,2.103E-01,7.447E-01,2,"TCR gamma locus, Bcl-2",1.991E-01,8.219E-01,2,"TCR gamma locus, Bcl-2",
255,Cholehepatic circulation of bile acids / Rodent version,37,1.991E-01,7.447E-01,2.103E-01,7.447E-01,2,"ABCC11, OATP-A",1.991E-01,8.219E-01,2,"ABCC11, OATP-A",
256,Apoptosis and survival_Anti-apoptotic action of nuclear ESR1 and ESR2,37,1.991E-01,7.447E-01,2.103E-01,7.447E-01,2,"ESR1 (nuclear), Bcl-2",1.991E-01,8.219E-01,2,"ESR1 (nuclear), Bcl-2",
257,Development_Early embryonal hypaxial myogenesis,37,1.991E-01,7.447E-01,2.103E-01,7.447E-01,2,"FGFR4, Adenylate cyclase",1.991E-01,8.219E-01,2,"FGFR4, Adenylate cyclase",
258,Role of neuropeptides in pathogenesis of SCLC,67,2.016E-01,7.309E-01,2.016E-01,7.309E-01,3,"GRP-R, BDKRB2, ErbB3",4.419E-01,8.219E-01,2,"GRP-R, BDKRB2",
259,Development_Beta adrenergic receptors in brown adipocyte differentiation,36,2.018E-01,7.309E-01,2.018E-01,7.309E-01,2,"FASN, Adenylate cyclase",5.561E-01,8.219E-01,1,Adenylate cyclase,
260,Upregulation of MITF in melanoma,36,2.018E-01,7.309E-01,2.018E-01,7.309E-01,2,"p27KIP1, Bcl-2",5.561E-01,8.219E-01,1,Bcl-2,
261,Retinol metabolism,70,2.045E-01,7.485E-01,2.196E-01,7.485E-01,3,"CYP2A6, CYP2B6, CRABP1",2.045E-01,8.219E-01,3,"CYP2A6, CYP2B6, CRABP1",
262,Neutrophil chemotaxis in asthma,38,2.072E-01,7.485E-01,2.188E-01,7.485E-01,2,"IL8RA, PI3K reg class IB (p101)",2.072E-01,8.219E-01,2,"IL8RA, PI3K reg class IB (p101)",
263,Apoptosis and survival_Anti-apoptotic action of membrane-bound ESR1,38,2.072E-01,7.485E-01,2.188E-01,7.485E-01,2,"ESR1 (membrane), Bcl-2",2.072E-01,8.219E-01,2,"ESR1 (membrane), Bcl-2",
264,WNT signaling in proliferative-type melanoma cells,38,2.072E-01,7.485E-01,2.188E-01,7.485E-01,2,"MSG1, NRCAM",2.072E-01,8.219E-01,2,"MSG1, NRCAM",
265,Cell adhesion_Tight junctions,38,2.072E-01,7.485E-01,2.188E-01,7.485E-01,2,"Claudin-3, WNK4",2.072E-01,8.219E-01,2,"Claudin-3, WNK4",
266,Cell adhesion_Cell-matrix glycoconjugates,38,2.072E-01,7.485E-01,2.188E-01,7.485E-01,2,"CEACAM5, A1M",2.072E-01,8.219E-01,2,"CEACAM5, A1M",
267,Blood coagulation_GPCRs in platelet aggregation,71,2.103E-01,7.485E-01,2.257E-01,7.485E-01,3,"PI3K reg class IB (p101), Adenylate cyclase, Alpha-2A adrenergic receptor",2.103E-01,8.219E-01,3,"PI3K reg class IB (p101), Adenylate cyclase, Alpha-2A adrenergic receptor",
268,Development_Growth factors in regulation of oligodendrocyte precursor cell survival,37,2.103E-01,7.447E-01,2.103E-01,7.447E-01,2,"Bcl-2, ErbB3",5.660E-01,8.219E-01,1,Bcl-2,
269,Transcription_Negative regulation of HIF1A function,69,2.136E-01,7.485E-01,2.136E-01,7.485E-01,3,"PTEN, MTG16 (CBFA2T3), KLF2",4.569E-01,8.219E-01,2,"MTG16 (CBFA2T3), KLF2",
270,"Immune response_Th17, Th22 and Th9 cell differentiation ",39,2.154E-01,7.485E-01,2.274E-01,7.485E-01,2,"GATA-3, ROR-gamma",2.154E-01,8.219E-01,2,"GATA-3, ROR-gamma",
271,Immune response_TSLP signalling,39,2.154E-01,7.485E-01,2.274E-01,7.485E-01,2,"CISH, Bcl-2",2.154E-01,8.219E-01,2,"CISH, Bcl-2",
272,Development_PACAP signaling in neural cells,39,2.154E-01,7.485E-01,2.274E-01,7.485E-01,2,"TY3H, Bcl-2",2.154E-01,8.219E-01,2,"TY3H, Bcl-2",
273,Blood coagulation_Blood coagulation,39,2.154E-01,7.485E-01,2.274E-01,7.485E-01,2,"Alpha 1-antitrypsin, Coagulation factor VII",2.154E-01,8.219E-01,2,"Alpha 1-antitrypsin, Coagulation factor VII",
274,ATP metabolism,107,2.157E-01,7.485E-01,2.346E-01,7.485E-01,4,"ENPP1, Adenylate cyclase type IV, Adenylate cyclase type V, Adenylate cyclase type II",2.157E-01,8.219E-01,4,"ENPP1, Adenylate cyclase type IV, Adenylate cyclase type V, Adenylate cyclase type II",
275,Development_Mu-type opioid receptor signaling,38,2.188E-01,7.485E-01,2.188E-01,7.485E-01,2,"Tuberin, PI3K reg class IB (p101)",5.757E-01,8.219E-01,1,PI3K reg class IB (p101),
276,Cell cycle_Regulation of G1/S transition (part 1),38,2.188E-01,7.485E-01,2.188E-01,7.485E-01,2,"PP2A regulatory, p27KIP1",5.757E-01,8.219E-01,1,PP2A regulatory,
277,Reproduction_Gonadotropin-releasing hormone (GnRH) signaling,73,2.219E-01,7.485E-01,2.380E-01,7.485E-01,3,"MKP-2, CG alpha, Adenylate cyclase",2.219E-01,8.219E-01,3,"MKP-2, CG alpha, Adenylate cyclase",
278,Mast cell migration in asthma,73,2.219E-01,7.485E-01,2.380E-01,7.485E-01,3,"IL8RA, TGF-beta 3, PI3K reg class IB (p101)",2.219E-01,8.219E-01,3,"IL8RA, TGF-beta 3, PI3K reg class IB (p101)",
279,Neurophysiological process_Delta-type opioid receptor in the nervous system,40,2.237E-01,7.485E-01,2.360E-01,7.485E-01,2,"Adenylate cyclase type II, PDE1B",2.237E-01,8.219E-01,2,"Adenylate cyclase type II, PDE1B",
280,Activation of Cortisol production in major depressive disorder,40,2.237E-01,7.485E-01,2.360E-01,7.485E-01,2,"Adenylate cyclase type V, CYP11B2",2.237E-01,8.219E-01,2,"Adenylate cyclase type V, CYP11B2",
281,CAR-mediated direct regulation of xenobiotic metabolizing enzymes / Human version,40,2.237E-01,7.485E-01,2.360E-01,7.485E-01,2,"CYP2A6, CYP2B6",2.237E-01,8.219E-01,2,"CYP2A6, CYP2B6",
282,Development_WNT/Beta-catenin and NOTCH in induction of osteogenesis,40,2.237E-01,7.485E-01,2.360E-01,7.485E-01,2,"Adiponectin, C/EBPalpha",2.237E-01,8.219E-01,2,"Adiponectin, C/EBPalpha",
283,Recurrent gene fusions in Prostate Cancer,40,2.237E-01,7.485E-01,2.360E-01,7.485E-01,2,"Androgen receptor, ERG",2.237E-01,8.219E-01,2,"Androgen receptor, ERG",
284,Neurophysiological process_ACM1 and ACM2 in neuronal membrane polarization,40,2.237E-01,7.485E-01,2.360E-01,7.485E-01,2,"Kir3.1, Kir2.2",2.237E-01,8.219E-01,2,"Kir3.1, Kir2.2",
285,Development_FGF signaling in pancreatic and hepatic differentiation of embryonic stem cells,40,2.237E-01,7.485E-01,2.360E-01,7.485E-01,2,"Alpha 1-antitrypsin, FGFR4",2.237E-01,8.219E-01,2,"Alpha 1-antitrypsin, FGFR4",
286,Enterohepatic circulation of bile acids / Rodent version,40,2.237E-01,7.485E-01,2.360E-01,7.485E-01,2,"ABCC11, OATP-A",2.237E-01,8.219E-01,2,"ABCC11, OATP-A",
287,Androstenedione and testosterone biosynthesis and metabolism p.3,40,2.237E-01,7.485E-01,2.360E-01,7.485E-01,2,"UGT2B28, UGT2B17",2.237E-01,8.219E-01,2,"UGT2B28, UGT2B17",
288,Development_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors,71,2.257E-01,7.485E-01,2.257E-01,7.485E-01,3,"Tuberin, Adenylate cyclase, C/EBPalpha",4.717E-01,8.219E-01,2,"Adenylate cyclase, C/EBPalpha",
289,Immune response_IL-6 signaling pathway via JAK/STAT,71,2.257E-01,7.485E-01,2.257E-01,7.485E-01,3,"p27KIP1, ROR-gamma, CISH",4.717E-01,8.219E-01,2,"ROR-gamma, CISH",
290,Development_ERBB-family signaling,39,2.274E-01,7.485E-01,2.274E-01,7.485E-01,2,"Neuregulin 3, ErbB3",5.852E-01,8.219E-01,1,Neuregulin 3,
291,FGF2 signaling in melanoma,39,2.274E-01,7.485E-01,2.274E-01,7.485E-01,2,"FGFR4, N-Ras",5.852E-01,8.219E-01,1,FGFR4,
292,L-Phenylalanine metabolism,74,2.278E-01,7.567E-01,2.442E-01,7.567E-01,3,"SLC7A8, GLYATL1, PAH",2.278E-01,8.219E-01,3,"SLC7A8, GLYATL1, PAH",
293,Role of epigenetic alterations in proliferation and differentiation of SCLC cells,72,2.319E-01,7.485E-01,2.319E-01,7.485E-01,3,"p27KIP1, LIN-28, C/EBPalpha",4.790E-01,8.219E-01,2,"LIN-28, C/EBPalpha",
294,Regulation of beta-adrenergic receptors signaling in pancreatic cancer,41,2.319E-01,7.567E-01,2.446E-01,7.567E-01,2,"Adenylate cyclase, nAChR alpha-4",2.319E-01,8.219E-01,2,"Adenylate cyclase, nAChR alpha-4",
295,Translation_(L)-selenoaminoacids incorporation in proteins during translation,41,2.319E-01,7.567E-01,2.446E-01,7.567E-01,2,"Selenoprotein P, DIO1",2.319E-01,8.219E-01,2,"Selenoprotein P, DIO1",
296,Catecholamine metabolism,75,2.337E-01,7.635E-01,2.504E-01,7.635E-01,3,"SULT1A1, TY3H, PNMT",2.337E-01,8.219E-01,3,"SULT1A1, TY3H, PNMT",
297,Transport_ACM3 signaling in lacrimal glands,75,2.337E-01,7.635E-01,2.504E-01,7.635E-01,3,"Mucin 5B, MaxiK alpha subunit, SP-D",2.337E-01,8.219E-01,3,"Mucin 5B, MaxiK alpha subunit, SP-D",
298,Development_Role of Activin A in cell differentiation and proliferation,40,2.360E-01,7.485E-01,2.360E-01,7.485E-01,2,"p27KIP1, Adenylate cyclase",5.944E-01,8.219E-01,1,Adenylate cyclase,
299,CHDI_Correlations from Discovery data_Causal network,73,2.380E-01,7.485E-01,2.380E-01,7.485E-01,3,"PTEN, Tuberin, PI3K reg class IB (p101)",8.078E-01,8.438E-01,1,PI3K reg class IB (p101),
300,Stromal-epithelial interaction in Prostate Cancer,42,2.402E-01,7.635E-01,2.532E-01,7.635E-01,2,"Androgen receptor, TGF-beta 3",2.402E-01,8.219E-01,2,"Androgen receptor, TGF-beta 3",
301,CFTR-dependent regulation of ion channels in CF,42,2.402E-01,7.635E-01,2.532E-01,7.635E-01,2,"EBP50, CLCA2",2.402E-01,8.219E-01,2,"EBP50, CLCA2",
302,Transcription targets of Androgen receptor involved in Prostate Cancer,42,2.402E-01,7.635E-01,2.532E-01,7.635E-01,2,"Androgen receptor, Clusterin",2.402E-01,8.219E-01,2,"Androgen receptor, Clusterin",
303,Development_TGF-beta family mediated differentiation of embryonic stem cells,42,2.402E-01,7.635E-01,2.532E-01,7.635E-01,2,"SOX2, SOX3",2.402E-01,8.219E-01,2,"SOX2, SOX3",
304,Cell adhesion_Integrin inside-out signaling in neutrophils,77,2.456E-01,7.638E-01,2.629E-01,7.638E-01,3,"IL8RA, PI3K reg class IB (p101), PREX1",2.456E-01,8.219E-01,3,"IL8RA, PI3K reg class IB (p101), PREX1",
305,Apoptosis and survival_NGF/ TrkA PI3K-mediated signaling,77,2.456E-01,7.638E-01,2.629E-01,7.638E-01,3,"Tau (MAPT), Bcl-2, PREX1",2.456E-01,8.219E-01,3,"Tau (MAPT), Bcl-2, PREX1",
306,ESR1 (membrane) 36 kDa isoform signaling in breast cancer,43,2.485E-01,7.638E-01,2.618E-01,7.638E-01,2,"ESR1 (membrane), Gamma-synuclein",2.485E-01,8.219E-01,2,"ESR1 (membrane), Gamma-synuclein",
307,Regulation of proinflammatory cytokine production by Th2 cells in asthma,43,2.485E-01,7.638E-01,2.618E-01,7.638E-01,2,"IL-19, GATA-3",2.485E-01,8.219E-01,2,"IL-19, GATA-3",
308,Development_S1P3 receptor signaling pathway,43,2.485E-01,7.638E-01,2.618E-01,7.638E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",2.485E-01,8.219E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",
309,Development_WNT/Beta-catenin signaling in embryogenesis,43,2.485E-01,7.638E-01,2.618E-01,7.638E-01,2,"LHX8, SOX2",2.485E-01,8.219E-01,2,"LHX8, SOX2",
310,Role of epigenetic alterations in survival and migration of SCLC cells,43,2.485E-01,7.638E-01,2.618E-01,7.638E-01,2,"H-cadherin, Bcl-2",2.485E-01,8.219E-01,2,"H-cadherin, Bcl-2",
311,Role of platelets in allograft rejection,43,2.485E-01,7.638E-01,2.618E-01,7.638E-01,2,"TGF-beta, Kainate receptor",2.485E-01,8.219E-01,2,"TGF-beta, Kainate receptor",
312,Apoptosis and survival_BAD phosphorylation,42,2.532E-01,7.635E-01,2.532E-01,7.635E-01,2,"Bcl-2, Beclin 1",6.124E-01,8.219E-01,1,Bcl-2,
313,Development_Growth hormone signaling via PI3K/AKT and MAPK cascades,42,2.532E-01,7.635E-01,2.532E-01,7.635E-01,2,"Tuberin, GHR",6.124E-01,8.219E-01,1,GHR,
314,Development_Role of nicotinamide in G-CSF-induced granulopoiesis,13,2.540E-01,7.638E-01,2.622E-01,7.638E-01,1,C/EBPalpha,2.540E-01,8.219E-01,1,C/EBPalpha,
315,SHH signaling in oligodendrocyte precursor cells differentiation in multiple sclerosis,13,2.540E-01,7.638E-01,2.622E-01,7.638E-01,1,Nkx2.2,2.540E-01,8.219E-01,1,Nkx2.2,
316,Immune response_IL-13 signaling via JAK-STAT,44,2.568E-01,7.717E-01,2.704E-01,7.717E-01,2,"IGHG4, IGHE",2.568E-01,8.219E-01,2,"IGHG4, IGHE",
317,Immune response_CRTH2 signaling in Th2 cells,44,2.568E-01,7.717E-01,2.704E-01,7.717E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",2.568E-01,8.219E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",
318,Release of pro-inflammatory factors and proteases by alveolar macrophages in asthma,44,2.568E-01,7.717E-01,2.704E-01,7.717E-01,2,"SP-D, IL-30",2.568E-01,8.219E-01,2,"SP-D, IL-30",
319,Apoptosis and survival_Inhibition of ROS-induced apoptosis by 17beta-estradiol,44,2.568E-01,7.717E-01,2.704E-01,7.717E-01,2,"ESR1 (mitochondrial), Bcl-2",2.568E-01,8.219E-01,2,"ESR1 (mitochondrial), Bcl-2",
320,Inhibition of remyelination in multiple sclerosis: regulation of cytoskeleton proteins,44,2.568E-01,7.717E-01,2.704E-01,7.717E-01,2,"TGF-beta, Tau (MAPT)",2.568E-01,8.219E-01,2,"TGF-beta, Tau (MAPT)",
321,Regulation of metabolism_Role of Adiponectin in regulation of metabolism,43,2.618E-01,7.638E-01,2.618E-01,7.638E-01,2,"Adiponectin, Tuberin",6.210E-01,8.219E-01,1,Adiponectin,
322,Regulation of Tissue factor signaling in cancer,43,2.618E-01,7.638E-01,2.618E-01,7.638E-01,2,"PTEN, Coagulation factor VII",6.210E-01,8.219E-01,1,Coagulation factor VII,
323,Nicotine signaling in chromaffin cells,45,2.651E-01,7.738E-01,2.790E-01,7.738E-01,2,"Chapsyn-110, TY3H",2.651E-01,8.219E-01,2,"Chapsyn-110, TY3H",
324,Neurophysiological process_Glutamic acid regulation of Dopamine D1A receptor signaling,45,2.651E-01,7.738E-01,2.790E-01,7.738E-01,2,"PP2A regulatory, Adenylate cyclase type V",2.651E-01,8.219E-01,2,"PP2A regulatory, Adenylate cyclase type V",
325,Immune response_PGE2 signaling in immune response,45,2.651E-01,7.738E-01,2.790E-01,7.738E-01,2,"Adenylate cyclase, CCR5",2.651E-01,8.219E-01,2,"Adenylate cyclase, CCR5",
326,Role of DNA methylation in progression of multiple myeloma,45,2.651E-01,7.738E-01,2.790E-01,7.738E-01,2,"ESR1 (nuclear), Dexras1",2.651E-01,8.219E-01,2,"ESR1 (nuclear), Dexras1",
327,Role of mevalonate pathway in multiple myeloma,44,2.704E-01,7.717E-01,2.704E-01,7.717E-01,2,"RhoB, N-Ras",6.295E-01,8.219E-01,1,RhoB,
328,Riboflavin metabolism,14,2.706E-01,7.738E-01,2.792E-01,7.738E-01,1,ENPP1,2.706E-01,8.219E-01,1,ENPP1,
329,Type 2 diabetes (general schema),14,2.706E-01,7.738E-01,2.792E-01,7.738E-01,1,Adiponectin,2.706E-01,8.219E-01,1,Adiponectin,
330,Asthma-specific pathways of airway smooth muscle cell proliferation,14,2.706E-01,7.738E-01,2.792E-01,7.738E-01,1,C/EBPalpha,2.706E-01,8.219E-01,1,C/EBPalpha,
331,Immune response_Naive CD4+ T cell differentiation,46,2.734E-01,7.801E-01,2.876E-01,7.801E-01,2,"GATA-3, ROR-gamma",2.734E-01,8.219E-01,2,"GATA-3, ROR-gamma",
332,Signal transduction_CXCR4 signaling via PI3K cascade,46,2.734E-01,7.801E-01,2.876E-01,7.801E-01,2,"PI3K reg class IB (p101), PREX1",2.734E-01,8.219E-01,2,"PI3K reg class IB (p101), PREX1",
333,Nociception_Expression and role of Nociceptin in immune system,46,2.734E-01,7.801E-01,2.876E-01,7.801E-01,2,"ESR1 (nuclear), CaMK II beta",2.734E-01,8.219E-01,2,"ESR1 (nuclear), CaMK II beta",
334,L-Alanine and L-cysteine metabolism,46,2.734E-01,7.801E-01,2.876E-01,7.801E-01,2,"AGT2, AGXT",2.734E-01,8.219E-01,2,"AGT2, AGXT",
335,Cytoskeleton remodeling_Regulation of actin cytoskeleton nucleation and polymerization by Rho GTPases,46,2.734E-01,7.801E-01,2.876E-01,7.801E-01,2,"RhoA-related, RhoB",2.734E-01,8.219E-01,2,"RhoA-related, RhoB",
336,SCAP/SREBP Transcriptional Control of Cholesterol and FA Biosynthesis,45,2.790E-01,7.738E-01,2.790E-01,7.738E-01,2,"FASN, HMGCS2",6.378E-01,8.219E-01,1,HMGCS2,
337,Immune response_PGE2 in immune and neuroendocrine system interactions,47,2.817E-01,7.801E-01,2.962E-01,7.801E-01,2,"PGE2R3, PLA2(hGIIA)",2.817E-01,8.219E-01,2,"PGE2R3, PLA2(hGIIA)",
338,Chemotaxis_Lipoxin inhibitory action on Formyl-Met-Leu-Phe-induced neutrophil chemotaxis,47,2.817E-01,7.801E-01,2.962E-01,7.801E-01,2,"PI3K reg class IB (p101), PREX1",2.817E-01,8.219E-01,2,"PI3K reg class IB (p101), PREX1",
339,Immune response_PGE2 common pathways,47,2.817E-01,7.801E-01,2.962E-01,7.801E-01,2,"PGE2R3, Adenylate cyclase",2.817E-01,8.219E-01,2,"PGE2R3, Adenylate cyclase",
340,Transport_Alpha-2 adrenergic receptor regulation of ion channels,47,2.817E-01,7.801E-01,2.962E-01,7.801E-01,2,"Adenylate cyclase type V, Alpha-2A adrenergic receptor",2.817E-01,8.219E-01,2,"Adenylate cyclase type V, Alpha-2A adrenergic receptor",
341,Development_Beta-adrenergic receptor-induced regulation of ERK,47,2.817E-01,7.801E-01,2.962E-01,7.801E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",2.817E-01,8.219E-01,2,"PI3K reg class IB (p101), Adenylate cyclase",
342,Th9 cells in asthma,47,2.817E-01,7.801E-01,2.962E-01,7.801E-01,2,"GATA-3, TGF-beta",2.817E-01,8.219E-01,2,"GATA-3, TGF-beta",
343,Neurophysiological process_PGE2-induced pain processing,47,2.817E-01,7.801E-01,2.962E-01,7.801E-01,2,"PGE2R3, Adenylate cyclase",2.817E-01,8.219E-01,2,"PGE2R3, Adenylate cyclase",
344,Role of proinflammatory cytokines in activation of p53 in major depressive disorder,47,2.817E-01,7.801E-01,2.962E-01,7.801E-01,2,"TGF-beta, Bcl-2",2.817E-01,8.219E-01,2,"TGF-beta, Bcl-2",
345,Tyrosine metabolism p.2 (melanin),83,2.818E-01,7.857E-01,3.007E-01,7.857E-01,3,"PERT, TAT, ABP1",2.818E-01,8.219E-01,3,"PERT, TAT, ABP1",
346,Development_Ligand-dependent activation of the ESR1/AP-1 pathway,15,2.869E-01,7.801E-01,2.959E-01,7.801E-01,1,ESR1 (nuclear),2.869E-01,8.219E-01,1,ESR1 (nuclear),
347,Metabolic syndrome X (general schema),15,2.869E-01,7.801E-01,2.959E-01,7.801E-01,1,Adiponectin,2.869E-01,8.219E-01,1,Adiponectin,
