gene	log2FC
AC044784.1	9.35979594327869
AL136452.1	-2.71949772556617
SFTA1P	-5.47818534940606
CELF2	-4.31303896279627
CELF2-AS1	-3.51234579569247
FAM171A1	-4.75822140821688
AL607028.1	-4.27968789215819
CUBN	-3.94255020559674
VIM	-4.3044419572592
SLC39A12	-3.26149722227927
MALRD1	6.75494724320657
MTND1P21	3.11245150542304
NPM1P30	3.76529582017989
AL158211.4	2.91305857477645
SPAG6	2.9697091823294
PRTFDC1	-5.44216377007092
AL512598.1	-5.35473951620548
ENKUR	-2.18007997577431
MYO3A	-3.71475478871937
MKX	-2.4441674060218
JCAD	-3.33249784649426
LYZL2	4.48450904191614
ZEB1	-4.76782637305664
ITGB1	-2.09262611740384
ITGB1-DT	-4.00936660171857
NRP1	-2.50735156101405
ANKRD30A	10.9568204445383
AL157387.1	8.85272567591599
RN7SL314P	4.71354814324577
LINC00993	10.3005527712657
TMEM161BP1	2.75571318884422
VN1R53P	9.08375046289901
TACC1P1	6.61430215850454
CCNYL2	-2.96132919504926
AL022344.1	-2.77468012927047
LINC01264	2.05471227295025
RASGEF1A	3.23130062465782
DEPP1	-2.74495381951418
ZNF22-AS1	-2.59037314627899
ALOX5	-2.56519305421592
DRGX	-3.42827325328768
AL138760.1	3.62946152636771
SLC9A3P3	3.93932150762257
BICC1	-6.72483087772656
LINC02625	-3.69815095692565
EGR2	-3.80204251852235
AC013287.1	-3.06324611583712
AKR1B10P1	-3.01476998794484
MYPN	-3.4102067613685
AL596223.1	-3.4605316770024
HKDC1	-2.43246198866685
NPFFR1	-3.64173984701119
PALD1	-4.52268634775598
ADAMTS14	-3.17308002530824
TBATA	4.09218066857297
CHST3	-2.25825157956943
SYNPO2L	3.0050873726086
PLAU	-3.49893987619969
DUSP13	3.03700084273327
KCNMA1	2.35272370776835
KCNMA1-AS1	2.74799447152908
KCNMA1-AS3	5.63576300418676
AL391421.1	2.42512727900009
SFTPA2	6.39352147846537
SFTPD	2.34648902101709
AL356095.1	4.47109884616673
PLAC9	-2.11661325875302
NRG3	6.19603163021979
CDHR1	-5.10382444316699
GRID1	-3.34170334297995
SNCG	2.7142942518847
BMS1P3	3.14514352238914
AL136982.4	3.32021064979616
FAM25A	3.58578538252611
ACTA2-AS1	-2.15880788791533
ACTA2	-4.8091900326864
CH25H	-4.77898183585905
AL353751.1	-4.31112836935643
IFIT2	-3.86024698537509
IFIT3	-4.71623106035129
IFIT1	-2.76586353781313
HTR7	-3.24138919252758
ANKRD1	-4.00307999440038
AL359198.1	2.69852177536613
CYP26C1	-2.04978915211211
FFAR4	2.1074836751608
LGI1	3.99491866230744
SORBS1	-2.73090918290004
BLNK	2.00712982362227
HOGA1	2.24241200533288
DNMBP-AS1	-2.30441636068616
PAX2	2.21424382542109
PITX3	-2.07571982454844
INA	-5.41199799073461
CALHM3	-4.4027521494159
NEURL1-AS1	-4.2752784111185
LINC02620	2.68973326256743
SORCS1	3.11231185613919
RBM20	3.04992918460444
PDCD4	2.11024412436514
AL158163.1	2.03858071496807
ADRA2A	4.30569427155156
NRAP	2.71896027138554
VWA2	-2.44672136578664
GFRA1	6.49353372813952
C10orf82	6.17517713154058
AC016825.1	7.21803574115873
AL157388.1	2.96064103945351
GRK5-IT1	-2.2282240807058
PLPP4	2.36301664327458
RPL19P16	2.52477949438984
HTRA1	-3.30855979368081
DMBT1	-5.54316070096473
GPR26	4.7522535089325
CPXM2	3.22255963383542
NKX1-2	-3.74648642936782
TEX36	-5.43817590555779
ADAM12	-7.00665087731278
LINC00601	-4.04095868695371
C10orf90	-2.89247005832917
CLRN3	-2.46446250110395
TCERG1L	4.55110590103561
TCERG1L-AS1	3.35870905508865
AL451069.2	3.63436320422839
LINC01166	3.57274083866741
LINC01167	5.72719196801623
IFITM1	-3.01903593482151
IFITM3	-2.19068666720257
LMNTD2-AS1	2.30421889822552
AP006621.4	2.07853174025494
CRACR2B	2.10701276945144
MUC6	3.32401744372236
MUC2	7.79425466370285
MUC5AC	4.26379333342749
MUC5B	4.33572313818792
KRTAP5-AS1	3.15413272073902
KRTAP5-6	2.97330145378149
AC068580.3	2.76698521346377
AC068580.1	2.85686009538224
AC068580.2	-2.42730387889846
IGF2-AS	2.6192969657982
TH	3.1867627836579
ASCL2	3.97593926091213
TRPM5	2.31181205445338
AC127526.2	2.20279262251914
OR7E117P	6.58128741815844
TRIM22	-2.77810344686548
CAVIN3	-4.32558244029942
HPX	4.38030627676492
TRIM3	3.28191518689586
ARFIP2	2.08612699415631
SYT9	6.05336306012419
AC107884.1	3.48955655995546
PPFIBP2	2.65373771043075
AC107884.2	4.88291980450822
OVCH2	-2.49827652007509
OR10AB1P	3.67296339798945
AC044810.2	-3.6253751893397
NLRP10	-3.20272011505511
STK33	-5.31401322488706
SCUBE2	6.53683908198033
DKK3	-4.96055633627331
AC124276.1	-2.54313950086037
INSC	-2.92910201626339
SOX6	-2.89952127375362
AKR1B1P3	-4.38514228672155
KCNJ11	2.80789935303417
ABCC8	3.59356520667367
USH1C	-4.45096615920592
OTOG	-3.55617230278619
SAA4	-2.95600341967449
SAA1	-2.8259757112385
TMEM86A	4.10964402366557
IGSF22	3.1256427610852
AC103974.1	3.58481912749132
AC009549.1	-2.91826558742973
LUZP2	4.68321098924393
FIBIN	-4.60537310905064
AC131571.1	2.80053138803505
PAX6	-2.9748038260981
KIAA1549L	-2.76842568666179
AL049629.1	-4.62135527303511
LMO2	-3.0873004165515
LINC02707	3.99825173679357
CD44	-3.21161723972769
SLC1A2	3.06391704618647
PAMR1	3.56454897863991
PRR5L	-3.63182136719756
TSPAN18	-4.13120570008217
CHST1	3.35667097599942
LINC02489	6.76778076536076
CREB3L1	5.67972664815989
CHRM4	-3.87935817792082
LRP4-AS1	-2.14819876588065
LRP4	-2.49117267478852
FOLH1	3.19996444068375
PRG2	-2.26360373407766
SLC43A3	-2.37723562180076
SERPING1	-2.66087416278167
GLYATL1	2.96161259227815
LINC02739	-3.27933508737086
FABP5P7	-2.33304318021503
TCN1	-5.30612578174083
MS4A7	7.74517611568738
MS4A14	6.93681278079639
MS4A18	2.77782555860822
ZP1	5.27105664352867
AP003559.1	2.01931531805192
MYRF	-2.21204987331408
SCGB2A1	3.37146448690199
SCGB1D2	6.29068022338126
SCGB2A2	6.29907935173599
SPDYC	3.25432492209469
SNX32	-2.61164927180726
FOSL1	-3.79098644715298
CD248	-3.36190070476919
AP001107.5	-3.57102518732555
NPAS4	-2.16755972626334
GSTP1	-2.92433899327236
TBX10	4.57536711056638
ALDH3B2	2.78548455367537
AP000439.2	3.18565177691885
AP000439.1	2.8908757271381
LINC02747	6.46304351169746
H2AZP4	2.09123813137525
AP002336.1	2.78562289301555
SHANK2-AS1	3.04365222049768
SHANK2-AS2	3.80116051706802
KRTAP5-10	3.08531161104311
ENPP7P8	2.66432436187865
AP000812.2	-4.08472308793751
STARD10	3.27083011282634
AP003065.1	4.41690182990634
ATG16L2	2.08986967729262
P4HA3	-2.2645846509345
KCNE3	-2.96872679451493
SLCO2B1	-2.92841118030446
TPBGL	-2.38535651507576
LRRC32	-2.77873010155523
AP003119.3	2.00946245602884
AP002498.1	2.9801173871456
KCTD14	-3.29425013101382
THRSP	6.30220120370979
AP001284.1	-3.29900505095681
LINC02720	4.62590167017298
DLG2	2.36832480700915
FAT3	-5.36962795570905
DEUP1	-3.85807173654682
AP002383.3	-2.927212248461
AP000787.1	-2.32202191430721
SESN3	-2.07324135684547
AP000870.1	-4.01718274225491
MAML2	-3.83288768449008
CCDC82	-4.2942069519856
CNTN5	-3.03053294353637
ARHGAP42	-2.51359302409785
PGR	7.19154821164233
AP001533.1	2.9325985844802
TRPC6	-3.47939139557341
AP000942.1	-2.13454467567446
BIRC3	-4.03542364658555
MMP7	-6.92276477185596
MMP20	-3.16995029568147
AP000851.1	-6.66824451128858
MMP8	-2.92194476301251
MMP13	-2.00520517699382
CASP17P	-5.33061895477012
CASP5	-2.4172956053786
CASP1	-4.95144368808836
CARD16	-3.12680649624117
AP002001.1	6.21351057693196
AP002001.2	4.72008685744665
ZC3H12C	-2.15495508333907
POU2AF1	-3.56076793728502
AP002008.3	-3.31381390153721
LAYN	-5.56441409519776
CRYAB	-3.0086662582293
HSPB2	-3.92791649734957
NCAM1	-2.17446935859615
ANKK1	2.93470246980997
CLDN25	3.89758787512809
HTR3A	-4.11796964188481
NNMT	-5.89269499290634
AP002518.1	-2.65600680056049
AP003174.1	4.10016200398292
AP000997.3	4.63541434160269
TAGLN	-2.44039575290663
TTC36	3.18148936981116
MCAM	-4.26405338602085
C1QTNF5	-6.58907874019174
TRIM29	-2.86785463886547
OAF	-2.25279420162602
GRIK4	3.26850552991004
UBASH3B	-4.66151410618931
CRTAM	-4.46109777142567
CLMP	-2.3979611158936
SCN3B	-2.02010321018875
OR8A1	5.04312889674029
PANX3	2.95750551273818
ROBO3	-2.4446284193164
ROBO4	-6.48923488010679
LINC02725	-4.15254612418942
ETS1	-5.29451685490351
KCNJ5	-3.15649722255647
C11orf45	-2.05989124800697
ADAMTS8	-4.10120606294219
LINC02873	-3.51875646586482
LINC02551	-2.138705604864
NTM	2.71940126579726
AP000844.2	4.67983658257971
IGSF9B	2.92293011633584
LINC02731	2.55507286551088
LINC02714	4.58307627515934
IQSEC3	-3.63468519694864
NINJ2	-3.01369780233538
LINC00942	-2.23103289451184
WNT5B	-4.17857451509339
LRTM2	6.06500291998531
LINC00940	5.88183465846495
PRMT8	2.80407406124473
CRACR2A	2.21995058484499
ANO2	3.31651830417502
GPR162	-2.81135796097051
C1S	-4.7614086630283
C1R	-4.33830408813118
C1RL-AS1	-2.03982119329781
A2M	-3.05602980317887
CLEC12B	-3.49339265166768
CLEC1A	-2.87255937711906
CLEC7A	-3.28305815985298
KLRD1	-4.62783950735995
KLRC3	-3.08282521735299
KLRC2	-3.11406268161415
FAM234B	2.09348589520746
EMP1	-2.41918059076129
LINC01559	-5.16167048353716
AC092112.1	-2.62984844238185
RPL30P11	-2.36010571587988
LMO3	2.37042399294145
AC024901.1	-4.12442333869632
LINC02398	-4.34626381356039
PDE3A	-5.34754736422266
SLCO1A2	2.428076453912
ST8SIA1	-3.09048619428727
AC087318.1	-3.15609025064217
BCAT1	-4.50600826965575
AC022509.1	-4.28424270252725
ARNTL2	-2.885802724289
AC009509.2	3.16902324960434
PTHLH	-2.35233979653626
LINC00941	-5.2644966824145
LINC02387	-3.80344233768492
IFITM3P2	-2.24821472090368
SYT10	6.21845582196734
CPNE8	-2.35709324157743
LRRK2	3.67900167112772
MUC19	5.60636242550151
AC020629.1	-2.8556411916386
PRICKLE1	-3.39121824169327
ADAMTS20	3.35115369192165
NELL2	3.34148307975576
PCED1B-AS1	-2.18698754589567
ENDOU	3.24874977050512
COL2A1	3.48057992944233
AC004801.5	2.38505776334305
AC004801.4	3.49027275157694
RND1	3.41602680210611
AC125611.4	2.78959879378918
PRPH	2.15919936957342
FAIM2	2.57554201171833
BIN2	-2.89523114858283
GALNT6	2.3062231395895
AC107031.1	4.32522412012607
AC068987.3	-3.55787686851459
FIGNL2	-3.01509656698656
FIGNL2-DT	-3.26310780057699
NR4A1AS	2.19905334968225
OR7E47P	4.0524511639546
AC078864.1	6.70095984825543
KRT75	-5.75181647269917
KRT6B	-9.2577975690672
KRT6C	-3.81782881158633
KRT6A	-4.58856199516128
KRT5	-7.91683770967681
KRT2	2.35472327165582
IGFBP6	-2.85063651695714
SOAT2	2.0925957749568
AC073573.1	2.69673837780483
AC023794.2	2.53803518641836
LINC02381	2.26663283414392
NFE2	-2.11322819575688
ITGA5	-2.28018937336493
GTSF1	6.45263309617256
PDE1B	2.25328687851325
AC034102.5	3.15017900201844
APOF	4.83971617815605
RDH16	2.30019640131704
GLI1	-2.515454386958
AC083805.1	-2.78728683316249
TBC1D30	2.95488365216477
RPL7P39	4.13048559493034
LINC02389	5.15534564299683
MSRB3	-2.23228308872402
HMGA2	-5.25670202394173
HMGA2-AS1	-3.06170625300069
AC090673.1	-4.94968492178903
IRAK3	-4.69003864952353
LINC02408	2.78610311534496
AC025423.3	3.10998041018521
MYRFL	2.03864665917502
AC025569.1	-3.77084070408146
PTPRB	-4.39467190607347
PTPRR	-3.46132166269621
LGR5	-5.89020144130689
TRHDE	-5.3057239008693
TRHDE-AS1	-5.3137152766152
GLIPR1	-3.7899278001713
AC078820.1	-2.95719541271005
AC078820.2	-2.59244393854027
CSRP2	-2.15874568526611
NAV3	-2.07293081303015
OTOGL	3.45007156319012
PTPRQ	3.87129874161735
LIN7A	5.14853979377506
ACSS3	3.75315810470054
PPFIA2	2.15347514561701
ALX1	-3.80930954128684
RASSF9	-7.40734893697311
NTS	-2.66335323376257
AC009522.1	6.37407495954148
AC126178.1	4.96272706702524
LUM	-2.34934454670065
AC025164.2	-2.59618626534291
CLLU1-AS1	-3.96302844455569
CLLU1	-4.58287052349814
LINC02397	-2.88657698329521
LINC02412	2.99764193561147
USP44	-3.26761374798264
AC090001.1	-2.49241246072211
RMST	5.45385922236875
AC010203.2	2.27249905132274
SLC5A8	11.193499901803
MYBPC1	3.03446826470477
PAH	3.03208970200112
GLT8D2	-2.98040360250198
AC089983.1	-4.26831504768094
ALDH1L2	-3.01774843161674
AC011313.1	-2.94433376533625
NUAK1	-2.05539448238444
ASCL4	4.70267222394511
AC126177.3	5.74542628068069
AC126177.6	3.18324391959059
WSCD2	-3.39644309844333
CMKLR1	-5.09886909004879
AC007569.1	-2.06064725962892
AC007637.1	3.23345153371958
ACACB	2.33183321474739
FOXN4	2.96374146960497
LINC01405	3.10526413587149
CUX2	3.20718196827708
AC026765.3	2.9607861421711
AC125603.2	7.67251532002615
AC125603.1	6.3846350865065
TESC	3.02440807939229
SRRM4	2.10439303392899
HSPB8	4.3637660511389
AC084880.3	4.19676628219848
CABP1	-2.61400040751275
AC156455.1	-2.00804937861162
HCAR1	2.13243535011643
RFLNA	3.1293034500818
LINC00939	2.78883965557971
LINC00943	-5.18589328044131
LINC00944	-5.40708312851785
TMEM132D-AS1	2.95769808935924
AC073578.1	5.99718143266201
MMP17	2.10443232275186
P2RX2	4.15142206392224
GJB2	-3.29826994498204
GJB6	-6.42876862976458
FGF9	-2.65239255754242
ATP8A2	4.69652644744371
SHISA2	2.85806365186396
CDX2	-3.25345523553944
FLT3	2.732445619823
TEX26-AS1	-2.00973954394156
MEDAG	-7.13858129522544
LINC02343	3.63254395572462
GAMTP2	3.39728130182817
SPART-AS1	-3.59790872807155
POSTN	-2.47051782466207
TRPC4	-3.48974424875582
FREM2	2.76731354864116
LHFPL6	-2.49682377510664
RGCC	-5.53975412109834
AL589745.1	-3.38909039029213
TUSC8	2.46877874239347
RPL34P26	2.31335508635622
GUCY1B2	2.40280260194354
NEK5	2.49866477673809
TPTE2P2	5.25232391178807
OLFM4	-7.35843666590014
LINC00458	3.35701464795099
AL592490.1	2.27569852397812
POU4F1	-3.12999573282773
SPRY2	-3.53044751863189
SOX21-AS1	-2.24145272775754
CLDN10	-7.89377312469963
DZIP1	-3.81142481250827
HS6ST3	2.67667415266644
AMMECR1LP1	4.09832315064124
SLC15A1	3.0338065439388
NALCN-AS1	2.87960186398539
NALCN	-3.40590525709823
ITGBL1	-3.8870778804228
FGF14	-2.70361756658801
LINC00460	-3.93053974112024
IRS2	-2.68009992269729
COL4A1	-4.99776791968454
COL4A2	-4.87958286073841
COL4A2-AS2	-3.62681530434511
COL4A2-AS1	-3.08057023046229
LINC00346	-2.72481167425854
AL356740.2	2.63980384872948
AL356740.3	2.13095512019712
F7	6.8134797938584
TMEM255B	-2.87357332484051
POTEG	2.05899208875381
RNASE10	-2.58686014618969
SLC39A2	-2.41734609281526
RNASE7	-2.16979567576225
ARHGEF40	-2.2027475129565
TRDC	-3.47795143079047
SLC7A7	-4.14482778714005
MMP14	-4.32110494248878
SLC7A8	3.6923316425759
RNF212B	2.13820513733783
DHRS2	3.2742130802619
ADCY4	3.18167680782635
AL132800.1	2.01927319002828
STXBP6	-2.68056862907402
NOVA1	5.50896457090409
AL079343.1	6.04461044328829
LINC02588	3.58630206336339
FOXG1-AS1	-5.60433375949989
FOXG1	-5.16500180312944
AL135878.1	5.719555331203
COCH	-2.59258083309819
AL049830.3	-2.16381632380942
AKAP6	-2.41564781529698
AL136298.1	-4.17126423378293
AL356806.1	3.76646290103774
PAX9	2.07064220464354
AL121790.1	4.23454614088105
FOXA1	3.32103280198943
TTC6	4.49591641966431
AL136296.1	4.92296231172285
LINC00517	4.10170341033156
LINC00639	-3.65775647992387
LINC02315	4.62197778375529
LINC02303	4.9151166456912
AL358335.2	5.04529999074962
AL359397.1	-2.8972953341789
AL358334.2	-3.53075321252877
LINC00519	-3.77899139264109
LINC02310	-3.1279611289756
GNG2	-6.40823409283088
NID2	-5.50259823018848
PTGDR	-2.80459191110018
PTGER2	-3.31606964518641
LINC02331	-2.17566987702284
BMP4	-2.4386458611754
PELI2	-3.73287334899289
ARMH4	-2.45382485942168
DACT1	-5.62718569257297
RTN1	3.57752787981742
LINC01303	-3.71747372667547
AL355916.1	-3.17450186871607
HIF1A-AS1	-2.24051085188811
PPP1R36	-2.01620412770142
TMEM229B	5.2281699067888
PLEKHH1	2.11994251575518
AL133370.1	3.1902077155035
RN7SL706P	3.74533346915362
GALNT16	2.15372447294507
PLEKHD1	3.39985157867369
NT5CP2	2.84413734485732
ACOT4	2.14999800361417
ACOT6	6.84974117949683
AC005225.2	3.27479799768327
LTBP2	-3.09887793188999
PGF	-4.36855674767213
TGFB3	2.53780265472408
NGB	-3.33568025408364
NRXN3	5.56747716625251
LINC02328	-2.80940230156961
AL135818.1	3.2905416983731
AL135818.2	2.52521226902511
CATSPERB	2.05626880165536
NANOGP7	2.00681207764614
AL121839.1	2.08115398363738
AL121839.2	2.29127182943889
FBLN5	-2.5778108182209
SLC24A4	-2.89381094667838
RIN3	-2.85253750628498
IFI27	-3.84275995425676
SERPINA6	4.36930718508908
SERPINA1	2.84235671378088
SERPINA11	4.52032602786838
SERPINA4	4.31060810604192
LINC02292	3.28529821013359
TCL1B	3.43198921651625
C14orf132	2.1212888553398
BDKRB2	2.27892745072924
DEGS2	5.70267249292406
RTL1	-2.52646924586859
AL117190.1	-2.31659337874824
LINC00239	-3.49786806589064
LINC02323	-3.01414162095673
EXOC3L4	2.24952308288797
LINC00677	-2.2486250822102
TMEM179	2.81365802569187
ZBTB42	2.11888928852998
AHNAK2	-2.01422908777425
CRIP1	2.22784364808845
ATP5MC1P1	3.66573764316021
IGHA2	3.13001712820744
IGHE	5.95139998961916
IGHG4	4.47045130619151
GABRG3	4.73376813810644
OCA2	-4.27662076028984
ULK4P3	-3.13878444497077
GOLGA8T	-2.39385108378978
CHRFAM7A	-2.40937585359195
HERC2P10	-2.14560463850326
AC087481.2	-3.14398462185244
GOLGA8K	-2.27313973540204
AC090877.2	-3.13250429054024
GREM1	-4.98143934785332
FSCN1P1	-2.79741346261658
DPH6-DT	-2.16264209212469
FSIP1	2.71129101050379
AC021755.2	-2.07382055165096
FAM92A1P1	-2.18481789460143
PLA2G4F	2.35533376016134
STARD9	-2.3238543357951
TGM5	-3.9290706164246
STRC	2.26178801789186
ELL3	2.3919037472337
DUOX2	-3.09326322337043
DUOXA1	-4.19465708295666
SHF	-2.04871190524798
AC068722.1	3.88484395590866
SEMA6D	2.77132143429073
SLC12A1	4.09256064966669
FBN1	-3.85324166863937
AC084757.3	-3.0428387082126
BCL2L10	-3.14779855664934
PYGO1	-2.51995096639437
ALDH1A2	-4.51966067436085
AQP9	-2.87556884024177
LIPC-AS1	-2.36944786386147
AC087385.1	-2.55668405024266
AC104574.2	4.69477156950628
AC126323.1	3.39798166328775
CA12	4.09091140371147
LINC02568	4.87889743969387
RASL12	-3.15373462037677
IGDCC3	4.21431436931828
AC110048.1	-2.25431414501927
ITGA11	-5.12736961470687
CORO2B	-2.49776432519254
AC027088.3	-3.78653771194153
DRAIC	3.92684752359214
AC100826.1	3.58318851435699
RPL29P30	-2.13516296455229
LARP6	-3.23428777620055
AC009269.4	-3.40515629475473
THSD4	2.59359001917517
CT62	5.38123324094887
THSD4-AS1	4.80844401977411
AC064799.2	2.38149435629188
INSYN1-AS1	4.68660010673507
ISLR2	-3.50261429716624
AC010931.2	-4.07787687281862
ISLR	-8.28557852213509
STRA6	-4.6587440801025
CCDC33	-3.44133269499374
CYP11A1	-3.33834494066671
CYP1A1	-2.47903256670914
CPLX3	2.40506190366032
AC091100.1	2.15539926361796
AC090181.1	-2.91895710182092
AC046168.1	-2.24138853407596
CRABP1	2.97160966320059
ADAMTS7	-4.15149829667683
BNC1	-4.56179908806905
AC243562.2	-3.74952447720743
RN7SL417P	-3.82950385387779
DNM1P51	-3.54703754829065
NMB	-2.13047147136233
SLC28A1	-3.38726466326123
ADAMTS7P4	-2.61236557409341
AC103982.1	-4.90453737668275
HAPLN3	-4.53898745167247
MFGE8	-3.5551619458021
AC013565.1	-3.29019713631166
MIR9-3HG	2.81628534167719
PLIN1	2.4148833190959
ANPEP	-3.74496995615428
AC124248.1	-3.83347657191602
FES	-2.88337053460475
SLCO3A1	-3.19028496835482
ST8SIA2	-4.46364473059119
RGMA	-2.79854055867864
AC015660.1	-3.56989419140894
DNM1P46	-3.87971844992181
AC090825.1	-4.09862685565439
ALDH1A3	-3.35479713390716
AC015712.2	-2.80345202724604
AC027559.1	-5.12597028549755
CEROX1	-2.84575196090917
SOX8	-4.41622596818038
CACNA1H	3.05898358321036
AC120498.3	3.73864142190534
AC120498.1	3.08191209939197
TPSG1	3.63145608347927
AC120498.4	3.24162278052237
BAIAP3	2.42200243123793
AL133297.2	2.06563858411493
HS3ST6	3.01676644265169
RAB26	2.09374763331012
PRSS33	-2.52496529858846
ZG16B	3.65269936277246
PRSS30P	2.8791007384729
LINC00514	2.10971766842105
MMP25	2.14095765692849
IL32	-4.08386710765676
AC108134.4	2.43208524678193
AC020663.2	2.49073759353246
SEC14L5	3.20629616938349
C16orf89	3.18447725083168
ABAT	3.46645348498979
GRIN2A	-6.13705839813748
LINC01290	2.20744564929513
AC027277.2	2.16250928672471
TEKT5	3.36483196143749
CIITA	-2.44105742462721
BCAR4	3.6003218822939
U91319.1	2.71670800891191
LINC02130	5.87296898425594
MPV17L	3.46347122375318
GPR139	6.16861266959999
GP2	9.16721814683368
UMOD	4.34465013225157
ACSM5	2.85914839068065
ACSM1	2.67500017726824
ZP2	5.98017422283137
CRYM	4.4334939716668
AC092375.2	-4.02546791063013
RRN3P1	-4.19590143831587
GSG1L	2.84742142851454
APOBR	2.43240942480507
IL27	2.54186805316727
SULT1A1	2.35990629366269
AC145285.4	4.09271882050696
AC009093.1	-4.40328308887041
AC009093.4	-2.6627825613388
AC009133.3	2.79728792704831
ZG16	4.3832861575925
GDPD3	3.20862055190155
MYLPF	-2.26338737073904
TGFB1I1	-4.00040044941578
AC142381.3	-3.27545026231466
ARHGAP23P1	-2.22205733202733
LINC02167	-3.5782287013511
ABCC12	6.04755831725887
AC096996.2	7.73310878508119
ABCC11	7.59394565002122
CBLN1	2.94045169178914
ADCY7	-2.43455207644604
LINC02178	-4.17757056866118
AC026462.3	4.33928435466085
AC106738.2	4.86200349138866
IRX6	-2.81505833830026
AC109462.2	-3.58793668546631
MMP2	-4.07225074498678
CAPNS2	-2.70133243718712
SLC6A2	-5.9357128817974
CES1P1	-2.63691936617488
CES1	-2.25931231363627
MT1M	-5.3162697492363
MT1G	-2.6044477402684
NLRC5	-2.66563835051763
ADGRG5	-2.9518675620264
CDH8	3.09639489837244
CDH11	-6.52352587927795
LINC00922	-5.20881635198292
LINC00920	-2.99239212182259
BEAN1	-2.51774581762598
CMTM3	-2.02685630266088
RRAD	-2.00698017547904
CES4A	2.24888285654252
TPPP3	2.12253698341611
CARMIL2	-3.745642298485
AC020978.4	2.21351044873515
CDH3	-2.26933978719847
HAS3	-2.70502445136811
IL34	-2.59195850002565
CALB2	-2.63445823623869
CHST4	-2.6820813194264
TAT	3.25391460462174
LDHD	2.46101417952965
AC009163.1	-4.96545741255797
CHST6	-5.07908719349411
VAT1L	5.42688348092927
CLEC3A	7.55696201224668
KRT8P22	2.11656512385391
AC079414.2	7.64053301795602
AC105411.1	3.00654576645576
DYNLRB2	4.04187511846367
CDYL2	3.20714243909037
AC092332.1	5.02898850593492
AC092142.1	4.02140158606886
MTCYBP28	2.43610307307275
CDH13	2.49969048218804
AC009063.2	3.65028628940608
AC009119.1	5.35653595246933
DNAAF1	2.53040451319631
COTL1	-2.86243492588276
CRISPLD2	-2.11346280726485
AC092127.2	2.0791293737865
FOXC2	-4.53477615107838
FOXL1	-3.69705159058584
LINC02188	-11.2278131915302
AC134312.5	-7.17953509312488
ZNF469	-2.89600121285727
PABPN1L	4.69391381465346
CBFA2T3	4.28779010443241
AC092384.2	3.3643640339503
AC092384.3	3.97016073439587
AC092384.1	4.48646017354592
CDH15	-3.20864583067766
RFLNB	-4.61324385932546
NXN	-2.56674076481195
ATP2A3	4.66723437460998
LINC01975	3.85247754241608
TM4SF5	-2.60989604749731
NLRP1	-2.26071843747552
WSCD1	2.5948371505761
XAF1	-2.9273015468288
ALOX15B	8.38489445361142
AC129492.2	3.76420832175945
ALOXE3	2.49058698060574
ODF4	2.8122900605168
PIK3R5	2.00352193459922
GLP2R	-6.87766314176935
SHISA6	5.73109767835096
HS3ST3A1	-2.22669478709474
AC005863.1	-4.09823131438459
ADORA2B	-2.59854154317634
CENPV	-2.15844855539103
TRPV2	-2.73027841561252
KRT16P6	-3.74719359188615
KRT16P2	-3.75628881510132
KRT17P1	-4.39335840307433
AC104024.2	-3.14848812301671
RASD1	3.75891504314136
AL353997.2	2.00205979327832
KRT17P2	-3.95104560344827
KRT16P1	-4.93791647552372
KRT16P4	-4.21335694020699
AC007952.2	-3.08112022553473
CCDC144CP	-3.12791763422894
USP32P3	-2.38508255642584
SRP68P3	-2.89281758558758
KRT16P5	-4.1781596978702
KRT16P3	-4.03854851746563
KRT17P6	-4.73479127809371
KCNJ12	3.37782279324464
LINC02693	-3.13499529277161
AC069061.2	23.1145397810725
GTF2IP6	5.92612569068993
TUFMP1	4.95581326747333
AC129926.1	6.02712428591747
LGALS9	-2.70166357948774
NOS2	-3.40225734064542
AC061975.7	3.1147097288111
ERVE-1	3.26291975029294
FOXN1	3.12582926652498
EFCAB5	-2.05304178061795
KRT17P3	-4.28231023547629
EVI2B	-2.93833695938128
EVI2A	-2.23646545404884
ASIC2	5.6798883587133
CCL2	-3.80177053208776
CCL7	-5.90751056098592
AC015911.8	-5.85599818629109
SLFN12L	-4.08535208879975
RPL19	2.30455311013361
STAC2	-3.30095926533685
PNMT	3.59663351929953
RAPGEFL1	2.32459249738731
IGFBP4	2.00737763804473
KRT24	3.06161664838739
KRT223P	4.09793659133046
KRT41P	3.21230999896817
KRT37	5.3632710293858
KRT32	4.14137643933527
KRT9	-3.67685609579124
KRT14	-7.31029926418378
KRT16	-5.51134731861933
KRT17	-5.34898872966827
CAVIN1	-3.98333431279417
CNTNAP1	-2.02629663952004
WNK4	3.70281926631095
MEOX1	-2.77113957731897
MEIOC	-2.83073086856644
AC005180.2	-3.24121117536593
AC005180.1	-2.82816217858546
GJC1	-2.60620309650003
MAPT	5.1551914365528
WNT3	-2.08821320792539
MYL4	-2.9872722751759
ITGB3	-4.53654842136265
AC068234.2	-2.30442230347711
PRR15L	2.71755519073962
HOXB1	4.13339685350471
AC103702.2	-4.68339352045354
TTLL6	3.43468355928057
IGF2BP1	-3.15365158063549
B4GALNT2	2.76052903700365
PHOSPHO1	2.56756157040577
NGFR	-2.65523775631178
AC006487.1	-2.20174610114377
AC027801.2	3.83277006419213
AC027801.4	2.31240175530806
EPN3	2.74362915803158
WFIKKN2	2.79679825090566
